Songs & Artist,Streams,Daily
Olivia Rodrigo - vampire,1118844543,1040502
KAROL G - TQG,1118381485,753121
girl in red - we fell in love in october,1117123808,1177700
Doja Cat - Streets,1115040968,886897
Red Hot Chili Peppers - Snow (Hey Oh),1113463375,381351
Hailee Steinfeld - Let Me Go,1112448686,120624
The Verve - Bitter Sweet Symphony,1110730379,579460
Avicii - Without You,1110175906,323909
George Michael - Careless Whisper,1110097311,858259
Pop Smoke - Dior,1108455114,350278
Meghan Trainor - Like I'm Gonna Lose You,1106788373,641131
Flo Rida - My House,1106601097,314563
Eminem - Rap God,1105851252,224802
Jaymes Young - Infinity,1105646564,507061
Amy Winehouse - Back To Black,1104479080,924811
Imagine Dragons - Bad Liar,1103038271,462224
Justin Timberlake - Mirrors,1102147689,718027
Kodak Black - ZEZE,1101487062,283252
Daniel Caesar - Get You,1101428227,1132945
Stephen Sanchez - Until I Found You,1101207161,818732
Grupo Frontera - un x100to,1099234994,1240418
Adele - Send My Love (To Your New Lover),1098216401,315250
Calvin Harris - Feel So Close,1097402151,1055516
Of Monsters and Men - Little Talks,1096703651,435064
DJ Snake - Middle,1095324324,263048
Lil Nas X - THATS WHAT I WANT,1093957844,329008
U2 - With Or Without You,1093561258,480260
Calvin Harris - Slide,1093210777,430791
Daryl Hall & John Oates - You Make My Dreams (Come True),1091346293,523299
Ariana Grande - God is a woman,1090742345,236963
Arctic Monkeys - R U Mine?,1089914567,501732
JAY-Z - Empire State Of Mind,1088999863,654634
Lady Gaga - Rain On Me,1088557417,235935
Selena Gomez - Back To You,1088377323,199741
YNW Melly - Murder on My Mind,1087228385,311425
A Great Big World - Say Something,1087068534,218333
"Dan + Shay - 10,000 Hours",1086456602,224502
Florence + The Machine - Dog Days Are Over,1085668975,601043
Sheck Wes - Mo Bamba,1085559259,266481
Coldplay - Adventure of a Lifetime,1084716477,401957
Calum Scott - You Are The Reason,1082638266,435606
The Weeknd - Reminder,1081278865,649950
Lil Uzi Vert - 20 Min,1081140785,804059
The Notorious B.I.G. - Big Poppa,1079396944,756674
Jason Derulo - Want to Want Me,1078250260,251218
Billie Eilish - BIRDS OF A FEATHER,1078055969,7194182
Drake - Toosie Slide,1077965884,168519
Jonas Blue - Perfect Strangers,1077826620,295086
ROSALÍA - DESPECHÁ,1077256165,673001
Bee Gees - Stayin' Alive,1076794708,570316
Disclosure - Latch,1075270420,665659
Eminem - The Monster,1074832978,351878
Coldplay - Sparks,1074132064,1161638
Rag'n'Bone Man - Human,1074098123,650121
Plan B - Es un Secreto,1073990169,1535207
Frank Ocean - Thinkin Bout You,1073336165,1059773
Drake - Too Good,1072355636,171862
Hoobastank - The Reason,1072233366,557877
The Weeknd - I Was Never There,1071817539,783394
The Chainsmokers - Roses,1071671820,205636
Bruno Mars - Marry You,1071173550,666492
Calvin Harris - My Way,1068225627,496761
Clean Bandit - Solo,1067405178,215066
Bazzi - Mine,1065861034,134877
BLACKPINK - How You Like That,1065173014,283466
Red Hot Chili Peppers - Otherside,1063953912,495794
Noah Cyrus - July,1063383633,478910
Chris Brown - No Guidance,1062696729,307412
Shaggy - It Wasn't Me,1062419797,525094
Calvin Harris - Promises,1059634247,204189
Rihanna - Don't Stop The Music,1059155807,714416
Bob Marley & The Wailers - Three Little Birds,1059105844,625311
Black Eyed Peas - Where Is The Love?,1058926721,598298
Aerosmith - I Don't Want To Miss A Thing,1058297399,420279
Post Malone - Go Flex,1058093392,194116
Eminem - Not Afraid,1057848770,323749
Ariana Grande - Santa Tell Me,1056595546,145228
KISS - I Was Made For Lovin' You,1054878623,735293
Post Malone - Candy Paint,1054711188,176262
Bryson Tiller - Exchange,1054080999,721625
Morgan Wallen - Last Night,1053313958,978915
Bruno Mars - Treasure,1052613452,458601
JAY-Z - Numb / Encore,1052296820,405015
Bruno Mars - Wake Up in the Sky,1051407791,390555
Dr. Dre - The Next Episode,1051390909,486911
Kina - Get You The Moon,1047836462,317869
Ozuna - Hey Mor,1047444543,446367
Dominic Fike - 3 Nights,1046544638,551547
Avicii - Hey Brother,1046393065,402042
American Authors - Best Day Of My Life,1046270325,430308
Shakira - Chantaje,1044877847,501173
Taylor Swift - Delicate,1044022896,432322
Mario - Let Me Love You,1039638320,761537
Shawn Mendes - If I Can't Have You,1039193900,221561
Fleetwood Mac - Go Your Own Way,1038857999,554665
The Neighbourhood - Softcore,1038568765,1300548
Drake - Jimmy Cooks,1038562486,535092
R. City - Locked Away,1038167188,357057
"Billie Eilish - What Was I Made For? [From The Motion Picture ""Barbie""]",1037786616,1319008
"The Offspring - You're Gonna Go Far, Kid",1036841597,634995
Feid - Feliz Cumpleaños Ferxxo,1036797187,761283
Mabel - Don't Call Me Up,1036293325,195081
Mr. Probz - Waves,1035558516,308294
"Drake - Hold On, We're Going Home",1035275744,336524
Billie Eilish - bury a friend,1034436773,178733
TV Girl - Lovers Rock,1034433394,1456828
Nicky Jam - X,1034352522,478286
Chris Stapleton - Tennessee Whiskey,1032798300,811300
Zach Bryan - Something in the Orange,1032250906,1289756
"Tyler, The Creator - EARFQUAKE",1029856617,556783
Lil Nas X - Old Town Road,1029388334,189386
Myke Towers - LALA,1028632251,1127056
The Weeknd - Often,1028628690,473454
Zac Efron - Rewrite The Stars,1027614553,316189
Lil Uzi Vert - The Way Life Goes,1026919618,558982
KAROL G - QLONA,1026525841,1479552
Billie Eilish - Bored,1025525025,536796
Justin Bieber - Baby,1023998007,704808
Bad Bunny - LA NOCHE DE ANOCHE,1022738432,239630
Bill Withers - Ain't No Sunshine,1020497471,808006
Hotel Ugly - Shut up My Moms Calling,1020441306,1361606
Djo - End of Beginning,1019410778,2361144
Bruno Mars - The Lazy Song,1017925842,474812
Iyaz - Replay,1017840476,830631
Led Zeppelin - Stairway to Heaven,1016793942,421222
Brenda Lee - Rockin' Around The Christmas Tree,1016725297,110028
Bad Bunny - Vete,1016262888,194485
J. Cole - Work Out,1015959646,602594
The Weeknd - Heartless,1015732954,367195
MEDUZA - Piece Of Your Heart,1015681885,297304
Liam Payne - Strip That Down,1015149959,133321
The Animals - House of the Rising Sun,1014549330,485177
Green Day - American Idiot,1014504411,806136
Imagine Dragons - On Top Of The World,1014418753,403600
Xmas Classics - Rockin' Around the Christmas Tree,1014297300,31944
Riton - Friday,1013886052,322586
Dua Lipa - Physical,1013671826,302265
The Temptations - My Girl,1013633680,534197
Dennis Lloyd - Nevermind,1011964839,602400
Jimmy Eat World - The Middle,1011101033,576266
Billie Eilish - bellyache,1009495569,366328
Nico & Vinz - Am I Wrong,1009216714,313260
Wham! - Wake Me Up Before You Go-Go,1008290284,738279
50 Cent - Candy Shop,1007083786,519501
Kanye West - Bound 2,1007019350,527545
Kygo - Stole the Show,1006714086,510376
Ariana Grande - 34+35,1006041746,248813
Lizzo - Truth Hurts,1005715312,142555
Electric Light Orchestra - Mr. Blue Sky,1004553236,476217
Charlie Puth - Left and Right (Feat. Jung Kook of BTS),1004453303,431674
Miley Cyrus - Angels Like You,1004313185,775487
Michael Bublé - It's Beginning to Look a Lot like Christmas,1004206155,93353
System Of A Down - Toxicity,1003554354,1050462
Cage The Elephant - Cigarette Daydreams,1003023051,773511
Harry Styles - Late Night Talking,1002624873,344410
Bob Marley & The Wailers - Could You Be Loved,1002603698,707325
The Outfield - Your Love,1002463350,1252795
Avicii - Levels,1001997789,472503
Ava Max - Kings & Queens,1001986967,646776
Miley Cyrus - We Can't Stop,1001666399,299919
Ed Sheeran - The A Team,1001155200,334181
Sabrina Carpenter - Nonsense,1000387161,1449625
The Weeknd - After Hours,1000340266,598657
Billy Joel - Uptown Girl,999450790,660350
Niall Horan - This Town,999186134,418854
Red Hot Chili Peppers - Scar Tissue,998943690,597809
My Chemical Romance - Teenagers,998926643,486435
Taylor Swift - Wildest Dreams,998230194,284991
"Ariana Grande - break up with your girlfriend, i'm bored",997301698,192888
Ty Dolla $ign - Or Nah,997247527,556408
Lana Del Rey - Video Games,995153015,653798
Rae Sremmurd - Black Beatles,995146841,245100
Empire Of The Sun - Walking On A Dream,994121126,635917
David Guetta - Memories,994021125,786992
Drake - Money In The Grave (Drake ft. Rick Ross),993857781,207334
BlocBoy JB - Look Alive,993243275,88032
Nicky Youre - Sunroof,993179302,948516
Mark Ronson - Nothing Breaks Like a Heart,992793587,557441
Calvin Harris - Blame,992589976,605128
Sam Smith - How Do You Sleep?,989582326,156310
Zara Larsson - Never Forget You,988941396,166129
G-Eazy - Him & I,988375389,388625
Dua Lipa - Levitating,987773822,334828
Juice WRLD - Come & Go,987528202,280311
Drake - Laugh Now Cry Later,987321157,203734
Lunay - Soltera (Remix),987306147,256866
"Bizarrap - Shakira: Bzrp Music Sessions, Vol. 53",987148874,369017
Becky G - MAMIII,986609946,958855
21 Savage - a lot,986504542,347893
3 Doors Down - Kryptonite,986129597,454606
Khalid - Talk,985380564,224167
Don Toliver - No Idea,984951623,538725
The Weeknd - Die For You,984347878,733231
Y2K - Lalala,984174496,130250
XXXTENTACION - the remedy for a broken heart (why am I so in love),982793297,226988
Kygo - Higher Love,982472947,350008
Daddy Yankee - Gasolina,982349215,891583
Eminem - Superman,982106956,548779
Taylor Swift - You Need To Calm Down,982026959,323081
4 Non Blondes - What's Up?,981830175,581638
Coldplay - Clocks,981037822,607193
Guns N' Roses - November Rain,981007959,456271
Fleetwood Mac - Everywhere,980759844,686945
Katy Perry - The One That Got Away,980606993,662029
Billie Eilish - i love you,980114735,505385
Black Eyed Peas - RITMO (Bad Boys For Life),979282436,173069
Surfaces - Sunday Best,978994383,254263
Drake - Fake Love,978937449,91551
Feid - CLASSY 101,976836606,844679
KYLE - iSpy,975991853,145987
Jonas Blue - Mama,974451768,148991
Miley Cyrus - Wrecking Ball,973567069,544646
George Ezra - Shotgun,972514553,372967
Sia - Snowman,971882602,281752
Niall Horan - Slow Hands,971334463,245479
The Weeknd - In Your Eyes,968753622,245751
Bobby Helms - Jingle Bell Rock,967807036,96448
Tove Lo - Habits (Stay High),967185289,466186
Bad Bunny - La Santa,966936336,421662
Ariana Grande - Love Me Harder,966785441,498381
GROUPLOVE - Tongue Tied,966392760,352865
Sia - Elastic Heart,965591350,557214
Kanye West - POWER,965063253,274803
Maroon 5 - Don't Wanna Know,964607121,182907
David Guetta - Sexy Bitch,963012174,485963
Queen - Crazy Little Thing Called Love,962973397,858517
Metro Boomin - Space Cadet,962677788,428929
The Offspring - The Kids Aren't Alright,962242047,524955
The Weeknd - Pray For Me,962111975,401002
Ed Sheeran - I See Fire,961159657,137726
Maluma - Felices los 4,958028088,206960
Polo G - RAPSTAR,957907771,900937
A Boogie Wit da Hoodie - Drowning,957581425,303157
Luis Fonsi - Échame La Culpa,957203951,182752
Simple Minds - Don't You (Forget About Me),956103117,502626
TOTO - Hold the Line,955740502,1288374
The Jackson 5 - I Want You Back,955270274,317435
Edward Sharpe & The Magnetic Zeros - Home,954950640,383502
"Olivia Rodrigo - jealousy, jealousy",954940752,655745
MEDUZA - Lose Control,954763670,332383
Katy Perry - Hot N Cold,954337998,773359
Bad Bunny - Si Estuviésemos Juntos,954118535,476334
Khalid - Love Lies,953806941,151596
Elvis Presley - Can't Help Falling in Love,953534151,665740
Dua Lipa - Dance The Night,953338884,818962
Tainy - Lo Siento BB:/,953033836,382833
Paulo Londra - Adan y Eva,951749705,277988
Migos - Bad and Boujee,951568154,155582
Hozier - Too Sweet,951562869,3011228
The Kid LAROI - WITHOUT YOU,951232984,228081
Rage Against The Machine - Killing In The Name,950769761,452796
Gesaffelstein - Lost in the Fire,950698841,743287
Juice WRLD - Bandit,949895311,224056
Katy Perry - I Kissed A Girl,948685937,570167
Tracy Chapman - Fast Car,948416291,445654
Blur - Song 2,948048556,538327
Swedish House Mafia - Moth To A Flame,947493274,733263
Maroon 5 - One More Night,946565124,652869
Camila Cabello - Bam Bam,944262189,276687
Pixies - Where Is My Mind?,943335181,523516
Creedence Clearwater Revival - Bad Moon Rising,942014379,798659
Timbaland - The Way I Are,941897958,1006190
The Mamas & The Papas - California Dreamin',939711306,777344
Toploader - Dancing in the Moonlight,938730482,650682
Elton John - Your Song,938291140,600206
"Bruno Mars - It Will Rain (From ""Twilight Breaking Dawn"")",937496542,1014064
Surf Mesa - ily (i love you baby),937298915,220056
Polo G - Martin & Gina,936290347,640015
Owl City - Fireflies,935798148,330199
Harry Styles - Golden,935413629,191055
"Beach Weather - Sex, Drugs, Etc.",934940797,1247722
Franz Ferdinand - Take Me Out,933868550,692978
AURORA - Runaway,933735277,497913
Flo Rida - Wild Ones,933690663,461419
Ariana Grande - Break Free,933641565,306428
Oasis - Don't Look Back In Anger,933080553,748459
Juice WRLD - Wishing Well,933058290,310405
Zion & Lennox - Otra vez,932679414,202131
Icona Pop - I Love It,932280701,529477
Mustard - Ballin',931529877,221208
Avril Lavigne - Complicated,930779331,710896
Patrick Watson - Je te laisserai des mots,929908327,882018
Galantis - Runaway (U & I),929351824,421434
Linkin Park - What I've Done,929281514,673767
The Weeknd - Popular,928809265,935648
Macklemore - Glorious,927327441,312365
James Blunt - You're Beautiful,927089568,300234
Taylor Swift - Love Story,926824958,287774
Train - Drops of Jupiter (Tell Me),926642734,712481
Future - Low Life,926172114,484850
"Pink Floyd - Another Brick In The Wall, Pt. 2",926005987,388581
Bon Jovi - It's My Life,925052118,591055
Dhruv - double take,924708531,1166126
Don Omar - Dile,922873688,871952
Queen - Somebody To Love,922737199,352964
James Arthur - Rewrite The Stars,922274253,578355
The Script - Breakeven,921881217,688498
Rachel Platten - Fight Song,921737177,295574
Van Halen - Jump,921516901,348641
USHER - DJ Got Us Fallin' in Love,919854598,930105
Britney Spears - ...Baby One More Time,918596165,850563
Justin Timberlake - SexyBack,918507271,631225
Juice WRLD - Lean Wit Me,917327212,367786
Justin Bieber - Beauty And A Beat,916849686,823157
Shawn Mendes - In My Blood,915986711,149268
Sean Paul - Temperature,914758043,860857
Seafret - Atlantis,914681516,790154
Panic! At The Disco - I Write Sins Not Tragedies,913359538,276570
Artemas - i like the way you kiss me,912453770,2435832
Ryan Riback - Call on Me,912326907,132950
NATTI NATASHA - Criminal,911862593,225639
Doja Cat - Boss Bitch,910137123,282590
Cardi B - Bodak Yellow,909904864,150749
Kings of Leon - Use Somebody,909313565,615174
Tory Lanez - The Color Violet,909038882,1130232
Metallica - Master of Puppets (Remastered),908490892,519306
Selena Gomez & The Scene - Love You Like A Love Song,908148224,613677
Nelly - Dilemma,908050912,488048
Arctic Monkeys - Fluorescent Adolescent,907641209,491749
Maggie Lindemann - Pretty Girl,907440828,68951
FIFTY FIFTY - Cupid (Twin Ver.),906320605,371444
One Direction - Perfect,905513676,548375
Nicki Minaj - Super Bass,904502193,531353
Foreigner - I Want to Know What Love Is,904148760,578439
Kenny Loggins - Footloose,904044300,386301
Cyndi Lauper - Time After Time,903519068,659567
Gunna - fukumean,903386431,998425
Camila Cabello - Never Be the Same,902593201,336557
Taylor Swift - All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),900680667,532712
Lauv - i'm so tired...,900259549,128240
Men At Work - Down Under,899830768,843726
Luke Combs - Beautiful Crazy,899762004,758871
Bad Bunny - Diles,899731276,431950
Sam Hunt - Body Like A Back Road,899655008,217203
Wallows - Are You Bored Yet?,899434956,584869
Jung Kook - Standing Next to You,897280368,2281080
Luke Combs - When It Rains It Pours,896527498,909290
Ariana Grande - we can't be friends (wait for your love),896365244,2485069
Ne-Yo - So Sick,896327393,503122
Labrinth - Formula,895993911,367933
Taylor Swift - willow,895109334,425931
Ariana Grande - Problem,893580373,283816
Piso 21 - Déjala Que Vuelva,893469683,218715
Katy Perry - California Gurls,893001745,782037
Alicia Keys - No One,892694626,379200
Aaron Smith - Dancin,892468309,335776
Marshmello - Leave Before You Love Me,892227581,422003
KAROL G - BICHOTA,892201416,194949
Nicky Jam - El Perdón,892188022,207996
Galantis - No Money,892071421,159336
Bad Bunny - Safaera,891025342,188587
Cris Mj - Una Noche en Medellín,890449235,499957
Travis Scott - FE!N,890317128,2409613
Billy Joel - Piano Man,890272167,381776
Ozuna - Se Preparó,890001662,374132
Billie Eilish - you should see me in a crown,889814402,253074
PinkPantheress - Boy's a liar Pt. 2,889334624,623633
Sleepy Hallow - 2055,888580866,766448
Enrique Iglesias - Bailando,888112417,331911
Leona Lewis - Bleeding Love,887179183,301831
Jonas Blue - Rise,887130184,160687
Eyedress - Jealous,887127424,990097
CKay - love nwantiti (ah ah ah),885938094,307820
LP - Lost on You,885841897,492651
Tiësto - Jackie Chan,885583892,142638
Mr.Kitty - After Dark,885381768,412144
PARTYNEXTDOOR - Break from Toronto,885104889,686587
Chord Overstreet - Hold On,884609537,325012
Taylor Swift - ME!,884543285,182419
Queen - Killer Queen,883049433,441285
Rick Astley - Never Gonna Give You Up,882281482,524904
Destiny's Child - Say My Name,882219006,675183
Polo G - Pop Out,881945463,207697
Neon Trees - Everybody Talks,881374639,342276
Sixpence None The Richer - Kiss Me,878853269,875975
Taylor Swift - I Knew You Were Trouble.,878438382,313209
Yandel - Yandel 150,878391754,329587
Soft Cell - Tainted Love,877558823,608145
Frank Ocean - Ivy,877539295,820935
Boston - More Than a Feeling,877490240,405793
BANNERS - Someone To You,877336570,358569
Conan Gray - Maniac,876500641,306905
Future - WAIT FOR U,876174444,910368
Demi Lovato - Heart Attack,876147023,508215
Two Door Cinema Club - What You Know,874863479,436957
Playboi Carti - Magnolia,874612977,376578
Robin Thicke - Blurred Lines,874573947,243880
alt-J - Breezeblocks,873919494,343211
New West - Those Eyes,873847424,815103
Jason Mraz - I Won't Give Up,872227977,300519
Doja Cat - You Right,872196060,339578
Bad Bunny - Neverita,871641710,286769
Rihanna - Bitch Better Have My Money,871621001,206969
Kid Cudi - Day 'N' Nite,871387550,353965
Lizzo - About Damn Time,870447180,213011
Post Malone - I Like You (A Happier Song),869590805,332685
Rob $tone - Chill Bill,868699124,209994
Shakira - Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],868608454,315154
One Direction - Steal My Girl,868319323,414314
Sam Smith - Like I Can,866489102,239694
Jack Johnson - Better Together,865639880,416960
Charlie Puth - One Call Away,865424254,349668
Drake - Fair Trade,865105762,407291
Childish Gambino - 3005,864513921,377883
The Killers - Somebody Told Me,863924258,640470
Morgan Wallen - Whiskey Glasses,863884331,487775
David Guetta - Hey Mama,862253765,205625
RAYE - Escapism.,861948567,577933
Flume - Never Be Like You,861611942,320429
DRAM - Broccoli,861439045,142078
Tiësto - The Motto,860708603,481732
Feid - LUNA,859239638,1972447
Green Day - Boulevard of Broken Dreams,859071054,482537
Ruth B. - Lost Boy,858578515,185683
Anuel AA - Amanece,857892138,651284
Melanie Martinez - Play Date,857582279,251003
Dr. Dre - Forgot About Dre,855954132,391057
Paramore - Misery Business,854045001,470850
BLACKPINK - Kill This Love,853098489,308241
Bruno Mars - Versace on the Floor,852552609,630966
Baby Keem - family ties,852500807,476968
The Wanted - Glad You Came,851536306,375251
Lady Gaga - Million Reasons,851035035,249226
Sebastian Yatra - Pareja Del Año,850109054,328702
SZA - Love Galore,849970255,418156
Kenya Grace - Strangers,849906873,773377
Maluma - Borro Cassette,849814480,1030262
J Balvin - Un Día (One Day),849425276,205623
Jack Harlow - First Class,848730768,213153
Becky G - Shower,848668770,308233
Eminem - River,848305605,141114
Flo Rida - Whistle,848022161,321712
Andy Williams - It's the Most Wonderful Time of the Year,847630294,67605
Elvis Presley - Can't Help Falling in Love,846573905,497676
Jeremy Zucker - comethru,846561065,215668
Haddaway - What Is Love,846390903,657459
Kid Cudi - Day 'N' Nite,846085321,318493
Ariana Grande - boyfriend,845477552,371701
Drake - Rich Flex,845001114,257139
Taylor Swift - Enchanted,844849233,338700
Bad Bunny - Si Veo a Tu Mamá,844447340,230560
Justin Bieber - Lonely,844173903,262737
Birdy - Skinny Love,843820580,258062
Taylor Swift - Love Story (Taylor’s Version),843376080,639887
DJ Snake - Loco Contigo,843107454,207586
James Arthur - Train Wreck,842508212,410505
ACRAZE - Do It To It,841996858,311772
Meghan Trainor - All About That Bass,841928050,311024
Lil Wayne - Love Me,841359943,774747
J Balvin - QUE PRETENDES,841199300,290809
Demi Lovato - Cool for the Summer,840416823,325331
MGMT - Kids,839044728,387098
Ozuna - Vaina Loca,839024336,166256
Britney Spears - Oops!...I Did It Again,838658513,641062
Jack Harlow - WHATS POPPIN,838344067,169488
DaBaby - BOP,838140955,168704
Petit Biscuit - Sunset Lover,837105847,162630
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight),836925669,624589
Lorde - Team,836046297,265780
Gorillaz - Clint Eastwood,835989836,382834
J Balvin - Qué Más Pues?,835760065,241585
Benson Boone - In The Stars,835413720,1143993
Fifth Harmony - Worth It,835123288,203240
Billie Eilish - Therefore I Am,834706306,251547
Taylor Swift - Karma,833979894,401398
David Guetta - 2U,833732028,92397
BTS - FAKE LOVE,833460330,283379
The Weeknd - Party Monster,833348350,328024
Bad Bunny - PERRO NEGRO,833306815,1117449
A$AP Rocky - F**kin' Problems,833289887,229898
AWOLNATION - Sail,833237530,189906
Keala Settle - This Is Me,833137647,206795
Otis Redding - (Sittin' On) the Dock of the Bay,832968798,540125
Elton John - Don't Go Breaking My Heart,831918317,579755
"Fall Out Boy - Sugar, We're Goin Down",831832693,321683
Deorro - Five More Hours,831768460,240674
Drake - Jumpman,831162718,90081
Drake - Controlla,830918602,129492
Beyoncé - CUFF IT,830213353,321729
Blackstreet - No Diggity,830169562,366742
Katy Perry - Teenage Dream,829780877,771287
blink-182 - I Miss You,828838289,474210
Miley Cyrus - Malibu,828173957,137418
A Boogie Wit da Hoodie - Swervin,827875124,95068
Fetty Wap - 679,827863107,186666
Paramore - Still into You,826589472,434094
V - Love Me Again,826038820,1938939
Lewis Capaldi - Hold Me While You Wait,825348032,307930
Olivia Rodrigo - All I Want,823896543,455847
Bruce Springsteen - Dancing In the Dark,822869291,938616
Taylor Swift - The Man,822293716,459426
USHER - My Boo,822006071,700610
Weezer - Island In The Sun,821469849,434772
Kid Cudi - Pursuit Of Happiness (Nightmare),820896063,314484
Tommy Richman - MILLION DOLLAR BABY,820849602,2820589
Vanessa Carlton - A Thousand Miles,820651438,361372
Drake - Wants and Needs,820351946,221643
James Arthur - Impossible,820344107,334055
The 1975 - Somebody Else,819976425,296633
B.o.B - Airplanes,819600934,260864
TV Girl - Not Allowed,819167354,1088218
Sean Kingston - Beautiful Girls,819109248,385709
Quevedo - Columbia,819091529,866653
Foo Fighters - The Pretender,818746988,354445
Ashe - Moral of the Story,818172650,542598
Eminem - Venom,817156742,217919
Bruno Mars - Finesse,816698144,208209
Sublime - Santeria,816642350,426822
Bonnie Tyler - Total Eclipse of the Heart,816487900,601402
Ellie Goulding - Burn,816198869,354266
Bob Marley & The Wailers - Is This Love,815795734,459181
Miley Cyrus - Prisoner,815718783,192505
Adele - Love In The Dark,815678101,898079
Disturbed - The Sound of Silence,814989467,418914
Mitski - Washing Machine Heart,814496723,713954
Romeo Santos - Propuesta Indecente,813772198,825235
Pop Smoke - Mood Swings,813656830,573283
X Ambassadors - Renegades,813027460,291409
Aventura - Volví,812466483,317184
P!nk - What About Us,812091073,233432
Tyla - Water,810437179,1442997
Juice WRLD - Armed And Dangerous,810088479,228789
THE SCOTTS - THE SCOTTS,809906140,164185
MGMT - Electric Feel,809826784,620957
Mike Perry - The Ocean,809821182,85816
My Chemical Romance - Welcome to the Black Parade,809423486,340672
Lana Del Rey - West Coast,809152282,911937
50 Cent - P.I.M.P.,807704031,457881
Wisin - Escápate Conmigo,807489063,150360
Ed Sheeran - Perfect Duet (Ed Sheeran & Beyoncé),806838459,79674
Billie Eilish - wish you were gay,806529038,173061
Bad Bunny - A Tu Merced,806176090,199676
Justin Bieber - Yummy,805959404,124651
Taylor Swift - exile,805750194,471832
Three Days Grace - I Hate Everything About You,805391677,608897
Anuel AA - Ella Quiere Beber,804798200,209412
Lil Tjay - Calling My Phone,804728968,278763
Sabrina Carpenter - Please Please Please,804408292,4525181
A Boogie Wit da Hoodie - Look Back at It,803934628,415426
The Game - Hate It Or Love It,803769481,412141
Zach Bryan - I Remember Everything,803241813,1489626
will.i.am - Scream & Shout,802953468,342548
Justin Bieber - Holy,802825752,137115
OneRepublic - Apologize,802481794,242646
The Cranberries - Linger,801676407,1338621
Natalie Imbruglia - Torn,801531299,697644
Big Sean - I Don't Fuck With You,801330812,236390
The Proclaimers - I'm Gonna Be (500 Miles),801122916,463110
Hippie Sabotage - Devil Eyes,801065632,274074
Slipknot - Duality,800678974,515239
Becky G - Sin Pijama,800236891,133088
Adele - Skyfall,800154458,1373223
Feid - Normal,799826659,641633
Shawn Mendes - Lost In Japan,799158989,126136
Paloma Faith - Only Love Can Hurt Like This,798989720,352241
Chief Keef - Love Sosa,798036680,415372
2Pac - California Love,796540277,528044
Rihanna - Pon de Replay,796435979,449667
Mora - LA INOCENTE,795692176,538217
Katrina & The Waves - Walking On Sunshine,794929320,391161
Drake - Chicago Freestyle,794860722,311289
Counting Crows - Mr. Jones,794529086,499974
Migos - Walk It Talk It,793730932,158052
Alok - Hear Me Now,793161167,224249
Idina Menzel - Let It Go,792855212,389543
Travis Scott - Goosebumps,792357980,187912
Estelle - American Boy,792008403,374695
6ix9ine - FEFE,791806418,127132
Taylor Swift - ...Ready For It?,790294569,470001
Disturbed - Down with the Sickness,790082435,449257
Taylor Swift - Wildest Dreams (Taylor's Version),789906684,441442
CJ - Whoopty,789869286,191775
Lil Peep - Save That Shit,789425097,249958
Bee Gees - How Deep Is Your Love,788710222,418324
Kendrick Lamar - Not Like Us,788382981,2404319
ROSALÍA - Con Altura,788068472,211870
Morgan Wallen - Wasted On You,787308742,522894
Elton John - Tiny Dancer,787090087,346836
Charlie Puth - Marvin Gaye,787044115,175105
Ellie Goulding - Hate Me,786280005,283383
Kendrick Lamar - Swimming Pools (Drank),786211004,453115
Kendrick Lamar - PRIDE.,786150101,809479
Frank Ocean - Chanel,785166203,329799
Mac Miller - The Spins,785054142,878500
Bad Bunny - Tarot,784757889,303336
James Arthur - Can I Be Him,784576125,372247
Kali Uchis - Moonlight,784566131,771246
Kansas - Dust in the Wind,783794478,354826
Fitz and The Tantrums - Out of My League,783663477,590158
Martin Jensen - Solo Dance,783063792,92127
Paulo Londra - Tal Vez,783042405,295859
Kelly Clarkson - Since U Been Gone,782640110,565218
KAROL G - AMARGURA,782570498,1252527
The Police - Roxanne,782514406,485886
TINI - Miénteme,782316644,577164
Scorpions - Wind Of Change,781920493,915003
Ed Sheeran - South of the Border,781701908,134025
Rihanna - Take A Bow,781155728,250915
Mac DeMarco - Chamber Of Reflection,781154682,581185
Anuel AA - Secreto,780946093,206099
Led Zeppelin - Immigrant Song,780186647,313179
BLACKPINK - Pink Venom,779084730,372163
Avicii - SOS,778881366,161712
Green Day - Wake Me up When September Ends,778680553,454525
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],778136450,696347
Micro TDH - Te vi,777407874,243163
blink-182 - What's My Age Again?,777374464,463043
Drake - Teenage Fever,776781867,391134
Kanye West - Runaway,775544439,590270
Clairo - Sofia,775083518,386689
Mau y Ricky - Desconocidos,774894828,251211
Metro Boomin - Too Many Nights,774132260,825898
Ed Sheeran - Don't,773893174,136338
M.I.A. - Paper Planes,773767286,300178
Grupo Frontera - QUE VUELVAS,773690152,1036659
Nirvana - Heart-Shaped Box,773658399,599558
The Notorious B.I.G. - Juicy,773020554,361870
John Newman - Love Me Again,772812635,386886
Kanye West - I Wonder,772800068,550259
Lukas Graham - Love Someone,772734236,156977
Meghan Trainor - Made You Look,772536414,621746
Red Hot Chili Peppers - Dani California,772115420,329371
2Pac - Ambitionz Az A Ridah,771683023,278551
Panic! At The Disco - House of Memories,771498512,364249
